frame,x_raw,y_raw,r,sig_raw,peak,mass,mean,std,A,x,y,sig_x,sig_y,phi,area,dist_err,sigx_to_sigraw,sigy_to_sigraw,particle,delta_area,D,alpha,dist_to_boundary,dist_to_53bp1,sort_flag_boundary,sort_flag_53bp1
21,501,525,4,4,166,8255,101.913580246914,35.31837472697,170.592627603241,501.400010451701,525.296853005071,3.28206588143609,3.58994396543133,0.315282824124227,37.0156037139432,0.498126558305641,0.820516470359021,0.897485991357834,0,0.050526245904826,61128.7878691989,0.893718815291557,-69,-3,True,False
22,501,526,4,4,172,8523,105.222222222222,36.127688502632,175.777173215334,501.448796216685,526.298920583866,3.3218515716318,3.56363514656657,-0.13143803348787,37.1897560401544,0.53923237993383,0.830462892907951,0.890908786641642,0,0.004704835494703,61128.7878691989,0.893718815291557,-69,-6,True,False
23,501,526,4,4,173,8591,106.061728395062,36.05083710917,177.22834682639,500.876270494585,526.010769332401,3.45033930262522,3.38050593143012,0.216344605454167,36.643198921055,0.124197298805321,0.862584825656304,0.84512648285753,0,0.014696442711518,61128.7878691989,0.893718815291557,-66,-6,True,False
24,501,527,4,4,170,8311,102.604938271605,35.461221738942,173.021288862188,500.886060580622,526.932277161534,3.27697465914326,3.49093027506641,10.2871566099674,35.9388462148594,0.13254649802248,0.819243664785816,0.872732568766602,0,0.019221921855487,61128.7878691989,0.893718815291557,-66,-6,True,False
25,501,526,4,4,165,8543,105.469135802469,34.1673753927408,171.009650263133,500.920792226153,526.486281596309,3.63285583414952,3.47946883600923,-3.60954889014404,39.7110149866318,0.492690229603258,0.90821395853738,0.869867209002307,0,0.104960764439143,61128.7878691989,0.893718815291557,-69,-6,True,False
26,501,527,4,4,162,8437,104.16049382716,31.721962166719,165.708187093453,500.854175813891,527.032999279941,3.66916704946533,3.55551192302584,-1.88697085143139,40.9844863706651,0.14951135652833,0.917291762366332,0.888877980756459,0,0.03206846726184,61128.7878691989,0.893718815291557,-66,-6,True,False
27,500,527,4,4,178,8762,108.172839506173,35.8542282312792,179.007008535785,499.893845622586,526.950137787648,3.34845471974573,3.55717163937855,-0.483891362553614,37.4195985793083,0.117281678299501,0.837113679936432,0.889292909844637,0,0.086981394840863,61128.7878691989,0.893718815291557,-69,-6,True,False
28,500,527,4,4,174,8410,103.827160493827,36.686455980798,176.280415561225,500.313860275619,527.034229574338,3.29656208021498,3.43447801946437,5.93141652499569,35.5690177896669,0.315721295403379,0.824140520053744,0.858619504866094,0,0.049454854137978,61128.7878691989,0.893718815291557,-69,-6,True,False
29,500,527,4,4,169,8450,104.320987654321,35.4570953252107,172.682395226265,500.353616587633,527.014128304032,3.30505454313654,3.63455655531331,14.7285506542717,37.7380916422088,0.353898714358002,0.826263635784135,0.908639138828328,0,0.060982112729919,61128.7878691989,0.893718815291557,-69,-6,True,False
30,500,527,4,4,158,8287,102.308641975309,32.2626726849009,162.593422182669,500.478932168724,526.574254162566,3.74010671814485,3.57586485671614,-1.87495752431028,42.0160251198103,0.640808505195554,0.935026679536213,0.893966214179034,0,0.113358500428695,61128.7878691989,0.893718815291557,-69,-6,True,False
31,501,526,4,4,163,7930,97.9012345679012,35.6036497429555,167.715333764468,500.763567736915,526.346442122199,3.43712133678345,3.24897597101382,-0.009017790654147,35.0825567077124,0.419430994397538,0.859280334195862,0.812243992753455,0,0.165019617927369,61128.7878691989,0.893718815291557,-66,-3,True,False
32,500,527,4,4,157,8370,103.333333333333,32.4668872150088,165.166814731442,500.009487957743,526.737079682317,3.56722064127585,3.63526465121733,0.014987638021954,40.7395172540616,0.263091457088058,0.891805160318964,0.908816162804332,0,0.161247100474452,61128.7878691989,0.893718815291557,-66,-6,True,False
33,500,527,4,4,182,9040,111.604938271605,37.2501318291961,184.688931695719,500.174127332322,526.728129204291,3.57759375086952,3.34722979239367,-2.03839103974916,37.6206612102446,0.322852996611257,0.894398437717381,0.836807448098418,0,0.07655603831452,61128.7878691989,0.893718815291557,-69,-6,True,False
34,499,527,4,4,165,8436,104.148148148148,35.5469125297515,170.40440062944,499.43879813768,526.600717955896,3.27879482089714,3.8368214406889,0.117771140317966,39.5217076643801,0.593270559167662,0.819698705224285,0.959205360172226,0,0.050531978784515,61128.7878691989,0.893718815291557,-69,-3,True,False
35,500,527,4,4,177,8902,109.901234567901,37.2467928649267,181.217988122304,499.498152129224,526.460832317021,3.56675980770893,3.45705730042748,0.190324304811194,38.7373863248216,0.736582022432984,0.891689951927233,0.86426432510687,0,0.019845330222545,61128.7878691989,0.893718815291557,-69,-6,True,False
36,500,526,4,4,177,8503,104.975308641975,35.7605118133347,175.707093155113,499.702873391795,526.167331474158,3.22005196374105,3.63564429303743,-0.115421826704625,36.7785106696296,0.341004462649779,0.805012990935263,0.908911073259358,0,0.050568090442818,61128.7878691989,0.893718815291557,-69,-6,True,False
37,501,527,4,4,174,8517,105.148148148148,36.6451489424602,177.75479544054,501.106931204555,527.266734049468,3.53779721598013,3.23266736742387,0.140746999159348,35.9288922809599,0.287369684645481,0.884449303995033,0.808166841855968,0,0.023100945992664,61128.7878691989,0.893718815291557,-66,-3,True,False
38,501,528,4,4,188,8954,110.543209876543,41.1405448335686,192.000381684288,501.395031196249,527.651149830148,3.16843740620461,3.4426881242597,-0.023061018719801,34.2683099214286,0.527016211340714,0.792109351551153,0.860672031064924,0,0.046218579369096,61128.7878691989,0.893718815291557,-66,-6,True,False
39,502,527,4,4,172,8520,105.185185185185,34.8283661569594,173.951228152048,501.811640849289,527.271603407473,3.42637525551086,3.48766512285767,6.03950012257298,37.5421876453057,0.330526217730723,0.856593813877716,0.871916280714417,0,0.095536597263872,61128.7878691989,0.893718815291557,-66,-3,True,False
40,502,528,4,4,179,8508,105.037037037037,37.443436994177,178.166662128969,502.133113873882,527.518883436464,3.13888041529083,3.66275580193092,0.019250122453517,36.1187413639913,0.499191797938316,0.784720103822708,0.915688950482731,0,0.037915911953853,61128.7878691989,0.893718815291557,-66,-6,True,False
41,502,528,4,4,167,8536,105.382716049383,34.639436563873,172.596508456739,501.886715644452,528.154017885071,3.4592976196766,3.53263582822316,-3.78866352916857,38.391640480499,0.191193237678241,0.86482440491915,0.883158957055789,0,0.062928524933974,61128.7878691989,0.893718815291557,-66,-6,True,False
42,503,529,4,4,165,8590,106.049382716049,33.5135503218402,169.130341419654,502.461915827713,528.818203184847,3.52503226331431,3.74615158347715,-0.201292191295523,41.4856897890952,0.567965367311679,0.881258065828578,0.936537895869287,0,0.080591745230785,61128.7878691989,0.893718815291557,-66,-3,True,False
43,503,529,4,4,177,8474,104.617283950617,37.5925419124311,179.14866299294,502.57873428363,528.575820422838,3.40659186326223,3.29471174516655,-1275.98099322622,35.2604135468113,0.597823650811659,0.851647965815558,0.823677936291638,0,0.150058400232273,61128.7878691989,0.893718815291557,-63,-6,True,False
44,502,529,4,4,174,8665,106.975308641975,37.574609009126,180.901481110426,501.922049912226,529.14544166583,3.25431430732737,3.503971070612,-8.51188180923625,35.8236538747331,0.165013618660121,0.813578576831841,0.875992767652999,0,0.015973730063434,61128.7878691989,0.893718815291557,-66,-6,True,False
45,502,530,4,4,169,8789,108.506172839506,33.4372910241224,172.403504141917,501.846768171061,529.695819647547,3.43636392039647,3.84104004200321,-5.20287973769224,41.4665456212592,0.34059606606464,0.859090980099119,0.960260010500802,0,0.157518598361239,61128.7878691989,0.893718815291557,-63,-6,True,False
46,503,530,4,4,175,8776,108.345679012346,36.1103112710829,178.56968292695,502.653513373626,529.59008131846,3.4302075394269,3.54948430893615,-0.002585143375481,38.2503603125925,0.53673672105811,0.857551884856726,0.887371077234038,0,0.077560965363314,61128.7878691989,0.893718815291557,-63,-3,True,False
47,504,529,4,4,178,8729,107.765432098765,37.197262478903,180.665698470646,503.676411097294,529.324178381463,3.35262841034334,3.48687474915724,-134.153733803804,36.7258318222121,0.458040828925029,0.838157102585836,0.871718687289309,0,0.039856578550412,61128.7878691989,0.893718815291557,-63,-3,True,False
48,504,530,4,4,172,8761,108.16049382716,35.3086765086596,176.850646187708,504.026196620669,529.68874226249,3.66840532644132,3.3555439664825,6.72432882266229,38.671420191596,0.312358195177464,0.91710133161033,0.838885991620626,0,0.052976019135588,61128.7878691989,0.893718815291557,-63,-6,True,False
49,504,529,4,4,176,8869,109.493827160494,36.5202881064421,179.886885261478,504.04544929457,529.432020950194,3.74957043559265,3.2733868778787,-6.72280924610706,38.559263140398,0.434405041157643,0.937392608898164,0.818346719469674,0,0.002900256847106,61128.7878691989,0.893718815291557,-63,-3,True,False
0,380,375,4,4,158,7690,94.9382716049383,32.1275796597009,157.733846552572,380.156152019217,374.926531062571,3.21013847034888,3.69779905060437,-0.360627343258846,37.2921090522168,0.172572123683145,0.802534617587219,0.924449762651093,1,0,160878.617567709,1.04227142996121,-180,-3,False,False
1,380,375,4,4,186,8820,108.888888888889,39.8831626963894,188.135821061271,379.901714342741,374.580751385624,3.26018242645531,3.35763142770742,2.38519354540024,34.3894156300421,0.430615223928775,0.815045606613828,0.839407856926855,1,0.077836665609615,160878.617567709,1.04227142996121,-177,-3,False,False
2,379,375,4,4,170,8297,102.432098765432,34.6534655319343,170.158673353311,378.719208366691,374.794622628109,3.61325479959999,3.2942014563669,-0.177658154046704,37.3937151804149,0.347884759972628,0.903313699899997,0.823550364091724,1,0.087361168991435,160878.617567709,1.04227142996121,-177,-3,False,False
3,379,375,4,4,167,8516,105.135802469136,34.5927820511022,172.188871789645,378.653185926692,375.06782763258,3.42613382827562,3.58289853308534,-0.22539005208764,38.5645887868999,0.353384477850859,0.856533457068904,0.895724633271336,1,0.03131204270118,160878.617567709,1.04227142996121,-177,-6,False,False
4,380,375,4,4,173,8501,104.950617283951,34.7598112038544,172.932251952636,380.293054237719,374.875604250195,3.40840273160308,3.54177801551469,-11.8033801764022,37.9246966141724,0.318363139848969,0.85210068290077,0.885444503878672,1,0.016592739423812,160878.617567709,1.04227142996121,-177,-6,False,False
5,380,375,4,4,162,8273,102.135802469136,34.399523785973,167.362772908067,379.629963956172,375.43049285472,3.86886735444693,3.2370124257311,-0.032872639227365,39.3439608489543,0.567671358884132,0.967216838611733,0.809253106432776,1,0.037423219207812,160878.617567709,1.04227142996121,-180,-3,False,False
6,379,374,4,4,173,8801,108.654320987654,35.1427988141178,177.421055920708,378.990972114228,374.009881209554,3.41715049975862,3.59322975018724,1.96435912365098,38.5743810341795,0.013384357427842,0.854287624939655,0.89830743754681,1,0.019560303491792,160878.617567709,1.04227142996121,-177,-6,False,False
7,380,373,4,4,169,8510,105.061728395062,35.3435854026076,173.707744447718,379.644560947574,373.051638015146,3.52399390280822,3.4119636882686,1.67420933830837,37.7736908464073,0.359170439482094,0.880998475702055,0.85299092206715,1,0.020757045642879,160878.617567709,1.04227142996121,-177,-6,False,False
8,380,374,4,4,181,8681,107.172839506173,36.0057574694597,178.552398869926,379.865449729502,373.879153023264,3.33700325845801,3.51674601960545,-10.15684382448,36.867824205173,0.18085288794324,0.834250814614502,0.879186504901363,1,0.023981417249313,160878.617567709,1.04227142996121,-180,-6,False,False
9,379,372,4,4,171,8277,102.185185185185,36.8932765500075,175.142747021586,379.052828586081,372.360697172218,3.24662366999634,3.42744932731755,0.049338560074366,34.9585061500639,0.3645453463612,0.811655917499084,0.856862331829387,1,0.051788194618799,160878.617567709,1.04227142996121,-177,-6,False,False
10,380,372,4,4,171,8377,103.41975308642,35.1953504917245,171.322878608234,379.489262690428,371.923314319667,3.63098132586169,3.32187920401898,-6.51334829762662,37.8928895397137,0.516462286093286,0.907745331465423,0.830469801004744,1,0.083939038386068,160878.617567709,1.04227142996121,-177,-3,False,False
11,379,372,4,4,168,8437,104.16049382716,34.461091600877,170.815700710336,379.122126890222,371.586995952386,3.64311706684443,3.37301450399114,-1.73371158594636,38.6047912414154,0.430682389540962,0.910779266711107,0.843253625997786,1,0.018787210749806,160878.617567709,1.04227142996121,-177,-3,False,False
12,379,371,4,4,164,8535,105.37037037037,33.7794021701678,169.494172847729,379.281036059441,371.44285746548,3.71211687574808,3.48051650742853,-0.050029864050518,40.5896411777962,0.524503576191592,0.92802921893702,0.870129126857133,1,0.051414600948586,160878.617567709,1.04227142996121,-177,-6,False,False
13,379,372,4,4,169,8385,103.518518518519,35.8598475932365,172.591072917724,378.839754279275,371.62537898092,3.38432478014361,3.4970183985539,-0.796978552618555,37.1808936402641,0.407455026900832,0.846081195035903,0.874254599638476,1,0.083980726082318,160878.617567709,1.04227142996121,-177,-3,False,False
14,379,372,4,4,173,8578,105.901234567901,38.2659971996774,180.266210668249,378.677694349334,371.543479393296,3.49151592868136,3.26643443466404,-1.8464026100245,35.8292605842525,0.558830919685628,0.872878982170339,0.816608608666011,1,0.036352893211472,160878.617567709,1.04227142996121,-177,-3,False,False
15,378,371,4,4,167,8225,101.543209876543,35.4369721774321,169.818054603618,378.439910687012,371.450565842232,3.5244117258615,3.36815592286825,1.66220100121489,37.293118260966,0.629707067400015,0.881102931465374,0.842038980717063,1,0.040856485811958,160878.617567709,1.04227142996121,-177,-3,False,False
16,379,372,4,4,169,8491,104.827160493827,35.5884535733105,173.328848974683,378.505754666925,371.483191518857,3.39349480078053,3.60416579133924,-1.90275688723335,38.4239334212787,0.715101010660344,0.848373700195132,0.90104144783481,1,0.030322354714336,160878.617567709,1.04227142996121,-177,-3,False,False
17,378,371,4,4,154,8010,98.8888888888889,31.8507321077941,159.985719313545,377.689945704938,371.020310669749,3.77570686394296,3.35367788995739,3.43373555875417,39.7804315171492,0.310718826581734,0.943926715985739,0.838419472489347,1,0.03530346778915,160878.617567709,1.04227142996121,-177,-6,False,False
18,378,371,4,4,175,8161,100.753086419753,35.7607036084691,172.288134857744,378.213468060025,371.185069004901,3.54345967132669,3.14399987769091,29.1319758731887,34.9993426431663,0.282522829566144,0.885864917831671,0.785999969422727,1,0.120186953525675,160878.617567709,1.04227142996121,-177,-6,False,False
19,378,371,4,4,170,8649,106.777777777778,34.2359279913967,173.034476700253,377.887787624545,371.293614592216,3.47111716469076,3.61560377332294,0.869581696872053,39.4275668555753,0.314326495809029,0.86777929117269,0.903900943330736,1,0.126523068091782,160878.617567709,1.04227142996121,-177,-6,False,False
20,378,371,4,4,155,7944,98.0740740740741,33.3132449756749,162.206869081345,378.258656648744,371.258573920411,3.40850164816585,3.53004987447207,-1.64040113187821,37.8002108558399,0.365737247564727,0.852125412041461,0.882512468618018,1,0.041274573338406,160878.617567709,1.04227142996121,-177,-3,False,False
21,379,370,4,4,178,8490,104.814814814815,38.4509021908029,180.838024159627,378.755554930519,370.423553267565,3.36786377766193,3.27150800415041,-0.468323067591273,34.6140468258894,0.489030431014734,0.841965944415484,0.817877001037603,1,0.084289583518507,160878.617567709,1.04227142996121,-177,-3,False,False
22,379,370,4,4,160,7971,98.4074074074074,33.9377708579884,164.237429669541,379.451277521127,369.743092424489,3.54789662871444,3.33971747731014,44.3230207201286,37.2246445772212,0.519281141030008,0.88697415717861,0.834929369327535,1,0.075420183154638,160878.617567709,1.04227142996121,-177,-3,False,False
23,379,369,4,4,172,8505,105,36.4590079302668,177.059767569165,378.813672063707,369.059935203169,3.42368677840492,3.34527055325105,0.016304515140385,35.9811588030286,0.195730244015284,0.855921694601229,0.836317638312763,1,0.033404906569707,160878.617567709,1.04227142996121,-177,-3,False,False
24,376,368,4,4,163,8346,103.037037037037,34.2130018042179,169.736021508989,376.079791582673,368.224508289616,3.5345522539787,3.41586265625645,3.9381133706703,37.930160434859,0.238265962259666,0.883638063494675,0.853965664064112,1,0.054167283563597,160878.617567709,1.04227142996121,-174,-3,False,False
25,376,369,4,4,170,8643,106.703703703704,33.7954794421831,171.745051786656,375.618317547848,368.80093427378,3.76118199292789,3.4111942869342,3.56941609204529,40.3070186735807,0.430474921030099,0.940295498231973,0.852798571733549,1,0.062664070266818,160878.617567709,1.04227142996121,-174,-6,False,False
26,376,369,4,4,161,8172,100.888888888889,33.3448128381294,165.656374603324,375.681072569998,368.784594048873,3.38097693445531,3.61712381831386,-0.341524461846655,38.4198315214341,0.384856375013804,0.845244233613829,0.904280954578465,1,0.046820311058719,160878.617567709,1.04227142996121,-174,-3,False,False
27,375,369,4,4,160,8284,102.271604938272,33.2142362552079,166.567863538314,375.169093069695,368.834389695146,3.78081329042558,3.29365483778808,3.49334488385492,39.1212919399982,0.236683838257891,0.945203322606395,0.823413709447021,1,0.018257769250572,160878.617567709,1.04227142996121,-174,-6,False,False
28,375,369,4,4,170,8587,106.012345679012,35.0532201465991,174.772338642875,375.306601119749,368.815972827774,3.35106422109328,3.60584508751241,-3.44190238050252,37.9611786628295,0.357589494740201,0.83776605527332,0.901461271878102,1,0.029654268037674,160878.617567709,1.04227142996121,-174,-6,False,False
29,376,368,4,4,181,8561,105.691358024691,38.2631053883272,182.661815948692,375.860835567892,367.755977803865,3.300594716173,3.29328534638729,-0.140330796914487,34.1484844955764,0.280915594743916,0.82514867904325,0.823321336596822,1,0.100436664549259,160878.617567709,1.04227142996121,-174,-6,False,False
30,377,366,4,4,156,7913,97.6913580246914,32.7420302150037,159.61120404482,376.86028335198,365.560341531437,3.68783051609779,3.37537486741977,1.5128149057307,39.1059498295094,0.461324517789178,0.921957629024447,0.843843716854942,1,0.145173802210028,160878.617567709,1.04227142996121,-174,-3,False,False
31,375,365,4,4,169,8222,101.506172839506,35.831265558527,171.685275235845,375.399245328547,364.741034420756,3.52645083643932,3.25370899364855,7.22792477038312,36.0467748574954,0.475878139443286,0.881612709109831,0.813427248412138,1,0.078227865205962,160878.617567709,1.04227142996121,-174,-3,False,False
32,376,364,4,4,168,8578,105.901234567901,35.6386546067545,174.686591104359,375.736279549469,364.29634842871,3.6468371834183,3.32904594450361,-0.135486111211056,38.1404695948205,0.396699971297402,0.911709295854574,0.832261486125902,1,0.058082720176829,160878.617567709,1.04227142996121,-174,-3,False,False
33,375,365,4,4,172,8866,109.456790123457,35.3864204206998,177.776859448897,374.97795507968,365.325076181142,3.64615484708021,3.42973705650405,-1.90809662290315,39.2867232077182,0.32582280776218,0.911538711770053,0.857434264126013,1,0.03005347404148,160878.617567709,1.04227142996121,-174,-6,False,False
34,375,365,4,4,177,8912,110.024691358025,36.1659328509416,180.879821310685,374.911567496449,364.863190111698,3.41436746276791,3.54251480976667,0.453701724367263,37.998968388487,0.162902588136652,0.853591865691977,0.885628702441668,1,0.032778371777727,160878.617567709,1.04227142996121,-174,-6,False,False
35,378,364,4,4,186,8989,110.975308641975,41.6984990429584,192.676069443084,377.548965490481,363.581508834852,3.41977441732274,3.20978019536269,3.73821437966974,34.4843960988148,0.615277973020315,0.854943604330684,0.802445048840671,1,0.092491255387267,160878.617567709,1.04227142996121,-177,-3,False,False
36,378,364,4,4,168,8547,105.518518518519,33.8515681972069,170.944301571515,377.903088450693,364.069394765179,3.30118585822503,3.80612151771968,50.8804666810769,39.4732148587034,0.119195141777519,0.825296464556258,0.95153037942992,1,0.144668874165383,160878.617567709,1.04227142996121,-174,-6,False,False
37,377,363,4,4,170,8486,104.765432098765,36.5666216296486,175.32727147997,377.2806534115,363.513883481342,3.39661259524247,3.48343653455395,-24.8991837070921,37.1709611342767,0.585527599505556,0.849153148810617,0.870859133638487,1,0.058324454510934,160878.617567709,1.04227142996121,-174,-3,False,False
38,377,363,4,4,163,8526,105.259259259259,32.7224685060635,167.97347763411,377.41560593276,363.181920403712,3.49706143943568,3.74232271051269,1.58251171461041,41.1144391453236,0.453677555794881,0.874265359858919,0.935580677628173,1,0.106090289051215,160878.617567709,1.04227142996121,-174,-3,False,False
39,377,364,4,4,172,8778,108.37037037037,36.295238079812,177.906180029721,377.154964547283,363.508122332016,3.67131648089608,3.35769539376337,8.47055111984705,38.7269229515374,0.515710821270464,0.917829120224019,0.839423848440843,1,0.058070017332529,160878.617567709,1.04227142996121,-174,-6,False,False
40,377,364,4,4,164,8495,104.876543209877,31.794239215774,165.898285602462,376.84650078532,363.71394977779,3.53998431060069,3.75279751187052,0.232501455020943,41.7355692974373,0.324633236951889,0.884996077650172,0.938199377967631,1,0.077688752851984,160878.617567709,1.04227142996121,-174,-6,False,False
41,377,364,4,4,162,8402,103.728395061728,33.1077598399787,167.280826390853,376.69684075134,363.878026124613,3.69209024647935,3.44593077349954,3.43649467920429,39.969501266243,0.326776921346736,0.923022561619838,0.861482693374884,1,0.042315656906654,160878.617567709,1.04227142996121,-174,-3,False,False
42,377,364,4,4,170,8455,104.382716049383,34.5712961295909,171.709166113994,377.33524806029,364.220144818701,3.35982214001561,3.6249447416018,-0.14523472191514,38.2619897395668,0.401067329920051,0.839955535003903,0.906236185400449,1,0.042720361089876,160878.617567709,1.04227142996121,-174,-6,False,False
43,377,364,4,4,181,8665,106.975308641975,39.2500610390787,185.034338594762,377.324572743075,363.721121669458,3.50499686477358,3.12513755516266,-6.8305858934798,34.4117409112036,0.42792591507537,0.876249216193395,0.781284388790665,1,0.100628557337721,160878.617567709,1.04227142996121,-174,-3,False,False
44,377,363,4,4,167,8443,104.234567901235,33.9306742772975,169.925440925029,376.615907840236,363.319984931668,3.59000945959229,3.47329827000599,-0.11191413040481,39.1730643204321,0.499917136820937,0.897502364898073,0.868324567501498,1,0.138363340044746,160878.617567709,1.04227142996121,-174,-6,False,False
