frame,x_raw,y_raw,r,sig_raw,peak,mass,mean,std,A,x,y,sig_x,sig_y,phi,area,dist_err,sigx_to_sigraw,sigy_to_sigraw,particle,delta_area,D,alpha,dist_to_boundary,dist_to_53bp1,sort_flag_boundary,sort_flag_53bp1
47,458,420,2,2,155,2675,107,26.8879155012061,157.660580838104,457.856615402852,419.629722119898,2.17071310959159,2.27242933626098,3.44124986467656,15.4968235827714,0.397070335321303,1.0853565547958,1.13621466813049,6,0.013560745747248,165860.22197884,1.12138957688809,-141,0,True,True
48,457,419,2,2,177,3021,120.84,29.8082941477703,178.24680753643,457.07865715196,418.841715728181,2.09676187572621,2.29871888317004,-11.5434009494875,15.1420559852165,0.176750836658629,1.0483809378631,1.14935944158502,6,0.02289292355043,165860.22197884,1.12138957688809,-141,0,True,True
49,458,419,2,2,158,2797,111.88,27.7435686240974,162.045625209584,458.219456592064,418.527500728048,2.34231443403573,2.26323609808409,-0.921216074024677,16.6542442138042,0.520976734409223,1.17115721701786,1.13161804904205,6,0.099866770408462,165860.22197884,1.12138957688809,-141,0,True,True
0,340,375,3,3,124,3915,79.8979591836735,22.1057245314321,122.041512634878,340.176643717897,375.222196815954,2.90531270427969,3.00198596169225,15.200185004891,27.4000536305614,0.283856351157113,0.968437568093229,1.00066198723075,7,0,180350.467195196,1.08783741524245,-138,-3,True,True
1,341,376,3,3,149,4511,92.0612244897959,31.847473332814,153.499550333404,341.508373661641,375.750140837161,2.61953567427695,2.76132898033223,-0.973581863120558,22.7243955854345,0.566456866058441,0.873178558092318,0.920442993444078,7,0.170644120196604,180350.467195196,1.08783741524245,-141,-3,True,True
2,342,376,3,3,131,4169,85.0816326530612,25.3085746014044,133.223382816918,341.774447765892,375.554341870852,2.97420197491799,2.7976159200971,-0.18038853384022,26.1401708076716,0.499484712866239,0.991400658305995,0.932538640032366,7,0.150313138556102,180350.467195196,1.08783741524245,-141,-3,True,True
3,343,376,3.5,3.5,115,4900,60.4938271604938,28.3945410580283,118.741110909886,342.426343027763,375.770062017943,3.29544722067348,2.65887373486234,74.6966272260329,27.5271942217169,0.618024107449752,0.94155634876385,0.759678209960669,7,0.053060992762843,180350.467195196,1.08783741524245,-141,-3,True,True
4,342,376,3,3,135,4373,89.2448979591837,26.209151394624,138.675810024302,342.451579546231,375.763880461094,2.9988204972973,2.83469485185016,5.45497444482353,26.7058655551876,0.509584657566331,0.999606832432432,0.944898283950053,7,0.029836991736752,180350.467195196,1.08783741524245,-141,-3,True,True
5,343,376,3,3,138,4298,87.7142857142857,27.2808522220107,140.232498469425,342.613392492482,375.823256562521,2.6681052804305,2.95193584253853,-2.04563086412279,24.7434212722551,0.425092469423775,0.889368426810166,0.98397861417951,7,0.073483642718006,180350.467195196,1.08783741524245,-141,-3,True,True
6,343,375,3,3,134,4310,87.9591836734694,24.0992498686488,134.238780026705,343.212720163724,374.898795668003,2.84596186557332,3.07011395924023,0.276965814995762,27.4494372628976,0.235567792514032,0.948653955191108,1.02337131974674,7,0.109363048903701,180350.467195196,1.08783741524245,-141,-3,True,True
7,344,375,3,3,131,4226,86.2448979591837,24.9951265553947,133.687217361555,343.787567027047,374.69147980912,2.99497676290944,2.82317900395046,-76.1690409492597,26.5632827674204,0.374583069797134,0.998325587636479,0.941059667983486,7,0.032283157100455,180350.467195196,1.08783741524245,-141,-3,True,True
8,345,375,3,3,143,4390,89.5918367346939,29.348655962931,146.890139656518,345.334679980278,374.838617700333,2.77788500101726,2.66191612966077,-0.137598843570005,23.2304971083462,0.371557446224338,0.925961667005753,0.887305376553591,7,0.12546588041301,180350.467195196,1.08783741524245,-144,-3,True,True
9,345,374,3.5,3.5,117,5034,62.1481481481481,27.4037535101889,119.260089706429,344.825670300522,374.091424451534,2.95217463083961,3.01020498414766,0.141606764520644,27.9182368300573,0.196848353964577,0.843478465954174,0.860058566899331,7,0.201792484243777,180350.467195196,1.08783741524245,-144,-3,True,True
10,345,375,3,3,133,4192,85.5510204081633,25.5997937049164,134.361555088222,344.811357903736,374.630712675598,2.6974040562184,3.04527088076657,-24.3551493751554,25.8060662976726,0.414679356185674,0.899134685406132,1.01509029358886,7,0.075655584743474,180350.467195196,1.08783741524245,-144,-3,True,True
11,346,375,3,3,129,4050,82.6530612244898,24.1809091677696,129.392567678211,345.785263307175,375.200471744721,2.94782634095531,2.78250412408075,0.057864972558329,25.7684077900302,0.293769923029478,0.982608780318438,0.927501374693584,7,0.001459288959733,180350.467195196,1.08783741524245,-144,-3,True,True
12,347,375,3,3,139,4256,86.8571428571429,26.4104184760793,138.145282635502,346.725430243861,375.190300483126,2.71040368720479,2.92074015136929,-0.121872820870735,24.8700565682949,0.334070089747548,0.903467895734929,0.973580050456431,7,0.034862504080786,180350.467195196,1.08783741524245,-147,-3,True,True
13,348,375,3,3,132,4220,86.1224489795919,25.8493537226765,135.221774287113,347.710174758501,375.336651095602,2.75414243530224,2.99653125780572,16.4068966729603,25.9271680021498,0.444221375869921,0.91804747843408,0.998843752601907,7,0.042505389199739,180350.467195196,1.08783741524245,-147,-3,True,True
14,348,376,3,3,135,4307,87.8979591836735,27.4257773115219,139.711960348993,347.938504398734,375.483768298394,2.8879957773391,2.7892548736691,-27.8603125822582,25.3066481649512,0.519881600672593,0.962665259113033,0.929751624556366,7,0.023933189970736,180350.467195196,1.08783741524245,-147,-3,True,True
15,347,375,3,3,118,3821,77.9795918367347,21.9065639179344,119.924475085137,346.991574984343,374.757277320742,3.09424887389245,2.77642211575048,-0.126709179615261,26.98923714908,0.24286885332448,1.03141629129748,0.925474038583492,7,0.066488022165619,180350.467195196,1.08783741524245,-147,-3,True,True
16,347,375,3,3,135,4282,87.3877551020408,27.1171429523689,139.035050584577,346.631965984659,374.581406445636,2.91009526684865,2.76411622724641,-3.67490933415275,25.2704735198983,0.557377430654755,0.970031755616218,0.921372075748802,7,0.063683297889741,180350.467195196,1.08783741524245,-147,-3,True,True
17,346,372,3,3,129,4081,83.2857142857143,24.2032212394827,129.603470685985,345.873031630478,372.233028547799,3.03790788678829,2.74608100132152,-24.2005919496631,26.2082376130074,0.265373832449018,1.01263596226276,0.91536033377384,7,0.037109082755047,180350.467195196,1.08783741524245,-144,-3,True,True
18,346,373,3.5,3.5,130,5371,66.3086419753086,31.9059737335215,133.136120414376,346.486947831524,372.7289433556,2.72865020436514,3.05577889271599,0.014743102058107,26.1950761255645,0.55730592595046,0.779614344104326,0.873079683633139,7,0.000502188954377,180350.467195196,1.08783741524245,-144,-3,True,True
19,347,373,3.5,3.5,124,5259,64.9259259259259,29.5462716320103,126.883798461862,347.387401062376,373.19747806763,3.05381490734041,2.83348013257541,-5.33770975790161,27.183962057388,0.434830047633638,0.872518544954402,0.809565752164402,7,0.037750832526057,180350.467195196,1.08783741524245,-144,-3,True,True
20,346,373,3,3,131,4292,87.5918367346939,25.877196933134,136.048429793035,346.248189485857,372.683238416951,3.07978495019786,2.7510898756884,-10.0819136245429,26.6179768946752,0.402412625778586,1.02659498339929,0.917029958562801,7,0.020820554469504,180350.467195196,1.08783741524245,-144,-3,True,True
21,345,372,3,3,135,4391,89.6122448979592,24.4630636412436,135.783644992058,345.195998691729,372.417845076104,2.88147979136754,3.13265549777524,-0.030401578981935,28.3581626017855,0.461530058374845,0.96049326378918,1.04421849925841,7,0.065376332468695,180350.467195196,1.08783741524245,-144,-3,True,True
22,346,371,3,3,133,4310,87.9591836734694,25.1168365222341,135.418793916665,346.1612187859,371.302971294642,2.71903083854784,3.18492084312629,-0.151770003242411,27.205871908716,0.343195428734707,0.906343612849279,1.0616402810421,7,0.040633475068551,180350.467195196,1.08783741524245,-144,-3,True,True
23,346,372,3,3,136,4263,87,24.9022579092658,135.497269514487,345.947455225297,371.967875700386,2.8927331083175,2.84890833749541,0.719843065916159,25.8902780847854,0.06158671913899,0.964244369439167,0.94963611249847,7,0.048356980740951,180350.467195196,1.08783741524245,-144,-3,True,True
24,345,371,3,3,133,4142,84.530612244898,25.44149113267,133.870552252506,345.267755386544,370.773467837661,2.97313783973772,2.69694903455314,-0.280257750252907,25.1905503866263,0.350727483378517,0.99104594657924,0.898983011517714,7,0.027026658264067,180350.467195196,1.08783741524245,-144,-3,True,True
25,344,372,3,3,136,4277,87.2857142857143,26.7268877838824,138.475335205771,344.464849545857,372.227951904915,2.71144484413806,2.97939892534018,-1.85442331789555,25.3792803974666,0.517732721815205,0.903814948046021,0.993132975113392,7,0.00749209556535,180350.467195196,1.08783741524245,-141,-3,True,True
26,344,372,3,3,129,4204,85.7959183673469,24.4331487706861,132.267927993497,344.331953412484,372.053709025469,3.10732676658733,2.76581681064763,0.107453275411762,26.9997790839593,0.336270319054263,1.03577558886244,0.921938936882543,7,0.063851246414948,180350.467195196,1.08783741524245,-141,-3,True,True
27,345,372,3,3,131,4077,83.2040816326531,26.8350818145452,134.59611465648,344.505521967276,372.164174753154,2.9011612700373,2.66292299706656,9.98273253493366,24.2705910168321,0.521020032646822,0.9670537566791,0.887640999022188,7,0.101081866582702,180350.467195196,1.08783741524245,-144,-3,True,True
28,345,372,3,3,126,4104,83.7551020408163,24.5494341862931,129.718558688468,345.36075337235,372.026272057427,2.71235078380554,3.14828950825372,-3.65948304490926,26.8268938101037,0.361708745627738,0.904116927935182,1.04942983608457,7,0.105325115136206,180350.467195196,1.08783741524245,-144,-3,True,True
29,344,371,3,3,133,4044,82.5306122448979,27.6627665776075,136.232059261488,344.235598338577,371.347686131763,2.50887814350394,2.9360521014892,0.131000071994836,23.1415902092399,0.419990741994029,0.836292714501314,0.978684033829734,7,0.137373474057435,180350.467195196,1.08783741524245,-141,-3,True,True
30,344,371,3,3,139,4122,84.1224489795919,28.7832382154226,139.930188210986,344.35244854308,370.59107176328,2.5897320875938,2.79690520873054,-12.972115983703,22.7552943826114,0.539853941642066,0.863244029197932,0.932301736243513,7,0.016692708804178,180350.467195196,1.08783741524245,-141,-3,True,True
31,344,370,3,3,132,4116,84,26.5606737067248,135.192481205437,344.360516985802,370.145407590378,2.73540513976178,2.82265645122677,2.37598518674096,24.2565792003373,0.388736240131349,0.911801713253928,0.940885483742258,7,0.065975187685248,180350.467195196,1.08783741524245,-144,-3,True,True
32,343,370,3,3,132,4123,84.1428571428571,25.6411658813538,133.659910751167,343.327761219678,369.89592345313,2.87931737073969,2.76054616438911,-3.45325023442116,24.9709131536837,0.343888564411673,0.959772456913229,0.92018205479637,7,0.029449080492622,180350.467195196,1.08783741524245,-141,-3,True,True
33,344,370,3,3,146,4500,91.8367346938776,29.0582433692252,148.213693224164,343.702624294876,369.72977305614,2.676249257243,2.87290982979804,0.068892717159187,24.1545208988066,0.401814523363469,0.892083085747666,0.957636609932681,7,0.032693728493332,180350.467195196,1.08783741524245,-144,-3,True,True
34,344,369,3.5,3.5,129,5674,70.0493827160494,31.3691289758798,134.679129692334,343.522354070277,369.210039509335,3.15093573067019,2.8545781472726,-0.063310514873569,28.2573450296108,0.521787533065796,0.900267351620053,0.8155937563636,7,0.169857400525255,180350.467195196,1.08783741524245,-141,-3,True,True
35,343,369,3,3,137,4425,90.3061224489796,26.6329580090447,139.250829374176,343.522925375407,369.259982641621,2.74694989444498,3.20495921868377,1.80639695777779,27.6581493996719,0.583987946955227,0.915649964814995,1.06831973956126,7,0.02120495146699,180350.467195196,1.08783741524245,-141,-3,True,True
36,343,369,3,3,134,4382,89.4285714285714,24.4507000859664,135.64150108801,343.319023235909,369.129051060722,2.82177637942771,3.17323923963032,1.87743995270322,28.1303595059938,0.344136602708081,0.940592126475904,1.05774641321011,7,0.017073091171003,180350.467195196,1.08783741524245,-141,-3,True,True
37,343,369,3.5,3.5,121,5288,65.2839506172839,29.4309128520711,125.838079830041,343.471537108055,369.24151411969,3.01716662224969,2.96217445938695,-2.54251873509054,28.0775882122066,0.529788933710805,0.862047606357056,0.846335559824842,7,0.001875955185568,180350.467195196,1.08783741524245,-141,-3,True,True
38,343,369,3.5,3.5,120,5348,66.0246913580247,29.6418853254222,127.268281079495,342.709602753066,368.760571631374,3.13729126771323,2.83606115073952,0.335010252151191,27.9524773471171,0.37637282676879,0.896368933632351,0.810303185925577,7,0.004455897855042,180350.467195196,1.08783741524245,-141,-3,True,True
39,342,370,3,3,129,3994,81.5102040816327,27.3586328941324,133.663520241451,341.478111107798,369.751053159518,2.82566923205054,2.66378866428488,1.94774258003063,23.6467228825207,0.578223611754331,0.941889744016846,0.887929554761628,7,0.154038384903314,180350.467195196,1.08783741524245,-138,-3,True,True
40,342,369,3,3,133,4179,85.2857142857143,24.9202810610809,133.454464855648,341.991252684213,369.057644716191,2.69952488749639,3.03024491754225,2.30302902969978,25.6989239894092,0.058304621070706,0.899841629165463,1.01008163918075,7,0.086785856842999,180350.467195196,1.08783741524245,-141,-3,True,True
41,341,369,3,3,138,4331,88.3877551020408,27.5590766754863,140.903891093348,340.666720137184,369.369614065491,2.6631633652498,3.00427400132458,-1.88780390059284,25.1354821410743,0.497684663584666,0.887721121749935,1.00142466710819,7,0.021924725275155,180350.467195196,1.08783741524245,-138,-3,True,True
42,339,369,3,3,139,4354,88.8571428571429,27.8098499654716,141.367185971921,338.600290598914,369.310289275647,2.79769031150347,2.86691623063914,2.2457635103532,25.1979096801286,0.506010908872441,0.932563437167823,0.955638743546379,7,0.002483641996754,180350.467195196,1.08783741524245,-138,-3,True,True
43,338,369,3,3,142,4446,90.734693877551,28.2386155570658,145.04915859198,338.358228988833,368.89082605395,2.6555660840859,2.96606114354516,-0.173976627660141,24.7449787707055,0.37449560603094,0.885188694695301,0.988687047848388,7,0.017974939793528,180350.467195196,1.08783741524245,-135,-3,True,True
44,338,369,3.5,3.5,127,5360,66.1728395061728,31.1288798953985,131.071008938767,337.804205503044,368.539873970509,2.73635583602021,3.12049766119794,-3.7303388050829,26.8254061753399,0.500051445406557,0.781815953148632,0.89157076034227,7,0.084074729823465,180350.467195196,1.08783741524245,-135,-3,True,True
45,340,370,3.5,3.5,126,5477,67.6172839506173,30.094324103398,130.000870867054,340.391220878291,369.891556942026,2.80691714663146,3.18706320187181,0.403399500034619,28.1041297710963,0.405972502066111,0.801976327608989,0.910589486249089,7,0.047668377783294,180350.467195196,1.08783741524245,-138,-3,True,True
46,340,370,3,3,140,4393,89.6530612244898,27.5396197122293,142.046789231288,340.148944586344,369.526712163718,2.8821963854504,2.80491097401863,0.115682889226835,25.3975909066136,0.496171206111018,0.960732128483468,0.934970324672877,7,0.096303955558383,180350.467195196,1.08783741524245,-138,-3,True,True
47,340,369,3,3,134,4299,87.734693877551,25.7711874475607,135.150315401655,339.53730484677,369.41718252375,3.06832046905312,2.86671981361646,-7.12684187681273,27.6334963661189,0.622999247949017,1.02277348968437,0.955573271205485,7,0.088036123887759,180350.467195196,1.08783741524245,-138,-3,True,True
48,340,369,3,3,126,4244,86.6122448979592,23.4493081805009,129.384183305397,339.60430579112,369.259507506362,3.23820625821205,2.90569967049587,13.6526197210425,29.5600459360271,0.473199802197205,1.07940208607068,0.968566556831957,7,0.069717908453682,180350.467195196,1.08783741524245,-138,-3,True,True
49,340,369,3,3,129,4098,83.6326530612245,23.1328848687106,128.32738964006,340.074980895002,368.878446011729,3.0093886907512,2.8471552186701,-1.66711831366679,26.9177838571178,0.142819839937805,1.00312956358373,0.949051739556698,7,0.089386264305126,180350.467195196,1.08783741524245,-138,-3,True,True
0,340,275,3,3,142,4653,94.9591836734694,26.8244171313311,145.200094183641,339.809762740556,275.260535275478,3.17112002505549,2.76437453221515,-21.0210481365694,27.539714650268,0.322597031370916,1.05704000835183,0.92145817740505,8,0,129784.363618354,1.08693291207296,-102,-3,True,True
1,340,275,3,3,162,5003,102.102040816327,33.1836232647661,165.488390007793,340.27181392506,274.639043560154,2.89400599113565,2.64943707939313,-0.283480281929268,24.0881201423744,0.451854358530532,0.964668663711884,0.883145693131043,8,0.125331527640212,129784.363618354,1.08693291207296,-102,-3,True,True
2,339,274,3,3,152,4833,98.6326530612245,28.9303836311048,153.979765062851,338.894871772425,274.373251060084,2.78301349216452,2.98962868200141,1.84527109082375,26.1386068096167,0.387773513905775,0.92767116405484,0.99654289400047,8,0.085124395557762,129784.363618354,1.08693291207296,-99,-3,True,True
3,340,273,3,3,146,4704,96,28.5528511032164,149.920184415259,339.541595334892,273.003748186375,2.84642229036069,2.93676595338654,0.265898947500072,26.2614402948993,0.45841998854099,0.948807430120231,0.978921984462179,8,0.004699312636562,129784.363618354,1.08693291207296,-99,-3,True,True
4,340,273,3,3,152,4591,93.6938775510204,30.3053871964683,151.99149403554,339.652844520279,273.285412023864,3.06471061086625,2.50339296510749,-11.733996424736,24.1028485646939,0.449418458083988,1.02157020362208,0.834464321702497,8,0.082196243083616,129784.363618354,1.08693291207296,-99,-3,True,True
5,340,273,3,3,146,4680,95.5102040816326,27.6103518363997,147.738826925178,339.676334371267,273.336395598069,2.97150135991032,2.87840365325886,-1.97013555852745,26.8706086153132,0.466820562553609,0.990500453303441,0.95946788441962,8,0.114831242589044,129784.363618354,1.08693291207296,-99,-3,True,True
6,340,273,3,3,155,5036,102.775510204082,29.7227084945147,159.618101264063,339.833632304523,273.28262746271,2.99424839852578,2.8058266564404,0.069963110410473,26.3935942213769,0.327958065575505,0.998082799508595,0.935275552146802,8,0.017752273525524,129784.363618354,1.08693291207296,-99,-3,True,True
7,340,273,3,3,143,4727,96.469387755102,26.9368892351358,146.878650261176,339.746133757856,273.413767920546,3.07434580266639,2.90730983324432,0.185384942035008,28.0797932167416,0.48543996639504,1.02478193422213,0.969103277748106,8,0.063886675729788,129784.363618354,1.08693291207296,-99,-3,True,True
8,340,274,3,3,161,5269,107.530612244898,29.9537753000719,164.824370824436,339.859444279117,273.853049433088,2.87175400690503,3.00459981920581,0.072621895853529,27.1071428958647,0.203347927918538,0.957251335635011,1.0015332730686,8,0.03463879927353,129784.363618354,1.08693291207296,-102,-3,True,True
9,341,274,3,3,146,4732,96.5714285714286,27.7275373325979,148.310717887356,340.820588344336,274.453627455065,3.06774835566397,2.84935748330071,2.18205362840791,27.4610124080391,0.487818009278815,1.02258278522132,0.949785827766903,8,0.013054474738776,129784.363618354,1.08693291207296,-102,-3,True,True
10,341,276,3,3,142,4539,92.6326530612245,27.9720661517522,144.538632022117,340.525716055729,275.745282080398,2.79726694450749,3.02270052639108,-7.31966973674667,26.563109198365,0.538355345807448,0.932422314835831,1.00756684213036,8,0.03269738188572,129784.363618354,1.08693291207296,-102,-3,True,True
11,340,276,3,3,159,4996,101.959183673469,29.9434563623749,159.123965789717,340.274261359096,275.735592234362,3.07599328264831,2.71189265420788,3.56756671347187,26.2064232048082,0.380960312398308,1.02533109421611,0.903964218069293,8,0.013427870619105,129784.363618354,1.08693291207296,-102,-3,True,True
12,341,276,3,3,164,4968,101.387755102041,31.9762771291792,164.363688381723,340.796576162227,276.090628992047,2.8458628634222,2.64689646921137,18.0458034827395,23.6646886949111,0.222699061456679,0.948620954474067,0.882298823070456,8,0.0969889896852,129784.363618354,1.08693291207296,-102,-3,True,True
13,341,276,3,3,153,4826,98.4897959183674,28.5107372892158,152.580354703979,340.648172597344,276.203533046419,2.7219644186464,3.13252110004069,-0.380652142799572,26.7871383989834,0.406458143286939,0.907321472882134,1.04417370001356,8,0.131945522053023,129784.363618354,1.08693291207296,-102,-3,True,True
14,341,276,3.5,3.5,142,5985,73.8888888888889,32.7127415052625,142.714588050583,340.870285719655,276.03097645327,2.83363143042872,3.10093517715892,-2.11007278089617,27.6048836781841,0.133361670589865,0.809608980122493,0.885981479188262,8,0.030527534035954,129784.363618354,1.08693291207296,-102,-3,True,True
15,339,277,3,3,149,4710,96.1224489795919,29.308794148014,152.573263487618,339.352854832763,277.054016215351,2.72164147056649,2.93097593221505,-6.9695623280668,25.0606908317727,0.356965382810751,0.907213823522163,0.976991977405016,8,0.092164592181276,129784.363618354,1.08693291207296,-102,-3,True,True
16,339,278,3,3,150,4737,96.6734693877551,29.1774219078355,152.038245880207,339.371957779624,277.579050904599,2.94799439546627,2.80719888557917,0.230023679522916,25.9985848409001,0.561739023694748,0.982664798488755,0.935732961859724,8,0.037424906417116,129784.363618354,1.08693291207296,-102,-3,True,True
17,339,276,3,3,144,4515,92.1428571428571,27.39581377227,143.763132264251,338.902034534751,276.559751326816,2.81800503231529,2.99961908887212,1.72945756075993,26.5556995065806,0.568259430413231,0.939335010771763,0.999873029624039,8,0.021428653485941,129784.363618354,1.08693291207296,-102,-3,True,True
18,339,276,3,3,141,4579,93.4489795918367,28.2431579032254,145.217401001694,338.862428526059,276.390432770283,3.1859643613713,2.68155718925474,-3.59174044236024,26.8397118932452,0.413960938438225,1.0619881204571,0.893852396418246,8,0.010694969138138,129784.363618354,1.08693291207296,-102,-3,True,True
19,340,277,3,3,151,4782,97.5918367346939,28.8202864828394,153.113741141693,340.14985454687,276.919793461535,3.07412644686965,2.66321261346394,-0.05420625512975,25.7203834503563,0.169969038445064,1.02470881562322,0.887737537821315,8,0.041704189945892,129784.363618354,1.08693291207296,-102,-3,True,True
20,339,276,3,3,139,4476,91.3469387755102,26.6562019589026,140.123149707604,339.453382560705,276.428338261914,3.13914569293282,2.84209379117869,3.57973054096231,28.0284932097218,0.623722224207683,1.04638189764427,0.947364597059565,8,0.089738543899259,129784.363618354,1.08693291207296,-102,-3,True,True
21,339,277,3,3,145,4667,95.2448979591837,27.6726717120604,147.045517866914,338.56103776522,277.354918340883,2.87449111970959,3.01709804671487,-0.202691811774082,27.2458441255183,0.564495236701113,0.958163706569862,1.00569934890496,8,0.027923337810113,129784.363618354,1.08693291207296,-102,-3,True,True
22,336,276,3,3,140,4384,89.4693877551021,28.9363143364918,143.142995692843,336.399725712065,276.365388004755,2.60052420887915,3.09205942073887,0.041196316230541,25.2614691781249,0.541561666760481,0.866841402959717,1.03068647357962,8,0.072832206565215,129784.363618354,1.08693291207296,-99,-3,True,True
23,336,276,3,3,148,4723,96.3877551020408,26.8904173255088,148.178843895176,336.090461540579,276.178503143475,2.86633285435452,2.98315480926833,-27.4895644851042,26.8628622941807,0.200116622383908,0.95544428478484,0.994384936422778,8,0.06339271499864,129784.363618354,1.08693291207296,-99,-3,True,True
24,335,277,3,3,146,4576,93.3877551020408,28.5255462495985,148.55065433539,335.166952329878,276.934907632596,2.77229032824284,2.83785562243114,2.46431873515775,24.7160394210089,0.179192903726883,0.924096776080948,0.945951874143712,8,0.079917875082021,129784.363618354,1.08693291207296,-99,-3,True,True
25,335,277,3,3,139,4630,94.4897959183674,26.5899493433289,144.0718057781,335.287928010277,276.579895301873,2.98127384633558,2.99113697981509,7.00115363584208,28.014833455663,0.509303933314963,0.993757948778528,0.997045659938363,8,0.133467744506431,129784.363618354,1.08693291207296,-99,-3,True,True
26,337,276,3,3,141,4696,95.8367346938776,26.5885865791424,145.8381601216,336.791336840347,276.26484945521,2.86915860095072,3.08957958369072,-109.088725427056,27.8486287125548,0.33717287571962,0.956386200316905,1.02985986123024,8,0.005932740716493,129784.363618354,1.08693291207296,-99,-3,True,True
27,336,276,3,3,154,4691,95.734693877551,32.315899612473,157.74258443072,336.521715189268,276.387275746729,2.84399420411986,2.63210132872739,-3.51404031731256,23.5169601965636,0.649745521506364,0.947998068039954,0.877367109575798,8,0.155543332517424,129784.363618354,1.08693291207296,-99,-3,True,True
28,336,276,3.5,3.5,144,6382,78.7901234567901,35.8710709292933,152.397025370515,336.448112898175,275.627062734599,2.88435319506282,3.09404761201757,-0.006866986745594,28.0365973623782,0.582998605002617,0.824100912875091,0.884013603433592,8,0.192186282922527,129784.363618354,1.08693291207296,-99,-3,True,True
29,337,275,3,3,152,4825,98.4693877551021,30.754526490017,156.433105276653,336.629801135169,275.358330074748,2.9094312989156,2.77008862184732,3.63285105451799,25.3192969712512,0.515216111928797,0.969810432971866,0.923362873949106,8,0.09691976369334,129784.363618354,1.08693291207296,-99,-3,True,True
30,337,275,3,3,139,4639,94.6734693877551,25.8641567086395,142.414242505839,336.768049101807,275.421104881659,3.13358978084625,2.94307338470638,0.158406839857699,28.9729759674241,0.480760377453744,1.04452992694875,0.981024461568792,8,0.144304125044289,129784.363618354,1.08693291207296,-99,-3,True,True
31,336,274,3,3,138,4432,90.4489795918367,27.4189426733803,142.438014266309,336.271518499989,274.337727773439,3.0517531469644,2.69197346302372,-1.7738167406713,25.8089328792755,0.433338602928933,1.01725104898813,0.897324487674572,8,0.109206699777964,129784.363618354,1.08693291207296,-99,-3,True,True
32,336,273,3,3,145,4883,99.6530612244898,26.895528055876,149.67992801071,336.352175626811,273.279518705711,3.26621296322099,2.84499748482605,0.004181676874877,29.1928339916674,0.449620260844729,1.088737654407,0.948332494942016,8,0.131113561657917,129784.363618354,1.08693291207296,-96,-3,True,True
33,336,273,3,3,150,4858,99.1428571428571,28.1982775563129,153.377700003068,336.047620196639,273.0901512341,3.03361134482981,2.77534070126523,-9.96123575199968,26.4500268529669,0.101955520388489,1.01120378160994,0.925113567088409,8,0.093954808891914,129784.363618354,1.08693291207296,-96,-3,True,True
34,336,273,3,3,150,4987,101.775510204082,27.8796724325049,153.986489052648,335.562077084618,273.083717379802,3.03916669420039,2.97737218276594,5.45169498628053,28.4274248675904,0.445853203978265,1.01305556473346,0.992457394255315,8,0.074759773425398,129784.363618354,1.08693291207296,-96,-3,True,True
35,336,272,3,3,156,5020,102.448979591837,30.6854091661405,159.770572255181,335.583556498741,272.450203300779,2.84432983996673,2.99098944137361,-0.009345710714129,26.726661308321,0.613276611141601,0.948109946655575,0.996996480457871,8,0.059828266794874,129784.363618354,1.08693291207296,-96,-3,True,True
36,336,272,3,3,157,5012,102.285714285714,29.9591558694193,158.679798937687,336.437698799547,272.174478551085,3.03541144510839,2.8029826310186,21.2847592673833,26.7293160782361,0.471193170487229,1.01180381503613,0.934327543672867,8,9.93303983802818E-05,129784.363618354,1.08693291207296,-96,-3,True,True
37,337,272,3,3,146,4777,97.4897959183674,29.7438880355033,152.100325613459,336.469538313773,271.553856152781,3.0743186309183,2.79530635301577,-6.72907724623995,26.9977866639013,0.693133416426145,1.02477287697277,0.931768784338591,8,0.01004404994424,129784.363618354,1.08693291207296,-96,-3,True,True
38,335,272,3,3,154,4893,99.8571428571429,28.5213847446982,154.948835185172,335.309955879655,271.990521112861,2.8207295088492,2.9727427076142,-7.08957032750481,26.3432065466606,0.310100784639239,0.940243169616399,0.990914235871399,8,0.024245695596815,129784.363618354,1.08693291207296,-96,-3,True,True
39,335,272,3,3,167,5193,105.979591836735,31.8545737567019,166.402916304725,335.470808251727,272.362626767005,2.78578849434937,2.99014770657053,0.059637220764983,26.169212578461,0.594271471671514,0.928596164783123,0.996715902190177,8,0.006604889495569,129784.363618354,1.08693291207296,-96,-3,True,True
40,335,273,3,3,145,4798,97.9183673469388,27.9546547799299,149.001232523248,334.616399146431,272.537367150159,2.86480325782676,3.17149838399848,-0.332205275763678,28.5436277572136,0.600981504383809,0.954934419275588,1.05716612799949,8,0.090733153381427,129784.363618354,1.08693291207296,-96,-3,True,True
41,335,273,3.5,3.5,136,5676,70.0740740740741,33.0098293545908,138.947244753936,334.672317840397,272.602678370129,3.03796780886786,2.79298508732402,0.10038891116456,26.6564098516222,0.515014635991395,0.867990802533674,0.797995739235433,8,0.066116960382321,129784.363618354,1.08693291207296,-96,-3,True,True
42,335,273,3,3,159,5016,102.367346938776,33.3029960517442,164.682457857357,334.62115380494,272.461746902009,2.87871218552892,2.75862095706277,0.3388919290169,24.948253601419,0.658210328853194,0.959570728509638,0.919540319020924,8,0.064080506704065,129784.363618354,1.08693291207296,-96,-3,True,True
